Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
настройкаконсультация техническое обслуживание,18,1,18,2018-01-31 07:51:00,2018-01-26 05:40:00,1,1,добрый день текущем релизе система18 реализована функция создания новой редакции текущего договорадс дальнейшего внесения исправлений режиме сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которую возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится наличии дополнительных вопросов просьба перезвонить тел,0,2018-01-26 06:21:00,2018-01-26 08:26:00,18,58,5,4,1,5,26,2460,9960,439860,437400,429900
необходимо предоставить доступ учетной записи пользователя сетевому ресурсу,0,1,343,2018-01-31 07:51:00,2018-01-26 05:42:00,1,1,доступ предоставлен,0,2018-01-26 09:22:00,2018-02-02 10:38:00,0,172,0,4,1,5,26,13200,622560,439740,426540,-182820
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-01 04:51:00,2018-01-26 05:44:00,1,1,работы обращению выполнены,0,2018-01-27 13:46:00,2018-01-28 01:12:00,11,106,0,4,1,5,26,115320,156480,515220,399900,358740
настройкаконсультация техническое обслуживание,18,1,18,2018-01-31 07:51:00,2018-01-26 05:47:00,1,1,добрый день текущем релизе система18 реализована функция создания новой редакции текущего договорадс дальнейшего внесения исправлений режиме сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которую возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится наличии дополнительных вопросов просьба перезвонить тел,0,2018-01-26 06:25:00,2018-01-26 08:16:00,18,89,4,4,1,5,26,2280,8940,439440,437160,430500
заблокировать учетную запись пользователя система21,21,1,120,2018-01-31 07:51:00,2018-01-26 05:47:00,1,1,заблокирована,0,2018-01-26 05:56:00,2018-02-02 07:52:00,21,77,11,4,1,5,26,540,612300,439440,438900,-172860
устранение ошибки,12,1,18,2018-01-26 13:49:00,2018-01-26 05:49:00,1,1,выполнена проверка необходимые права консультация телефону,0,2018-01-26 06:21:00,2018-01-26 06:28:00,35,63,12,4,1,5,26,1920,2340,28800,26880,26460
заблокировать учетную запись пользователя система21,21,1,120,2018-01-31 07:51:00,2018-01-26 05:50:00,1,1,заблокирован,0,2018-01-26 06:00:00,2018-02-02 07:52:00,21,77,11,4,1,5,26,600,612120,439260,438660,-172860
контроль пу заявка доступ портам,2,1,116,2018-02-04 14:36:00,2018-01-26 05:53:00,1,1,доступ предоставлен согласно заявке,0,2018-02-03 10:26:00,2018-02-10 11:45:00,2,41,0,4,1,5,26,707580,1317120,808980,101400,-508140
заявка,158,1,334,2018-01-31 07:51:00,2018-01-26 05:55:00,1,1,доступ предоставлен,0,2018-01-26 06:03:00,2018-02-02 07:52:00,164,216,0,4,1,5,26,480,611820,438960,438480,-172860
отключение учетной записи,92,1,593,2018-01-31 07:51:00,2018-01-26 05:57:00,1,1,добрый день пользователь удален,0,2018-01-28 14:05:00,2018-02-07 07:38:00,33,92,11,4,1,5,26,202080,1042860,438840,236760,-604020
настройка эп сервис22,22,1,137,2018-01-31 07:51:00,2018-01-26 05:59:00,1,1,права предоставлены,0,2018-01-26 14:17:00,2018-02-02 15:34:00,22,321,7,4,1,5,26,29880,639300,438720,408840,-200580
настройка эп сервис22,22,1,137,2018-01-31 07:51:00,2018-01-26 06:01:00,1,1,права предоставлены согласно орд,0,2018-01-26 14:27:00,2018-02-03 06:46:00,22,321,7,4,1,6,26,30360,693900,438600,408240,-255300
сообщить ошибкенеисправности система18,18,1,18,2018-01-28 12:36:00,2018-01-26 06:03:00,1,1,добрый день текущем релизе система18 реализована функция создания новой редакции текущего договорадс дальнейшего внесения исправлений режиме сведения договора редакцииверсии договора вашего договора создана новая редакция статусе проект которую возможно внести необходимые изменения вход редактирование осуществляется нажатию значка карандаш далее необходимо заполнить поле основание внесения исправлений указав причину внесения изменений затем вносить требуемые изменения переход пунктами осуществляется аналогично первичной регистрации договорадс посредством нажатия кнопки далее заполнения необходимо также зарегистрировать договордс осуществить отправку сервис22 реестровый номер изменится наличии дополнительных вопросов просьба перезвонить тел,0,2018-01-26 06:11:00,2018-02-02 07:52:00,18,191,4,4,1,6,26,480,611340,196380,195900,-414960
контроль пу заявка доступ портам,2,1,116,2018-02-04 14:36:00,2018-01-26 06:05:00,1,1,доступ предоставлен согласно заявке,0,2018-02-03 10:30:00,2018-02-10 11:52:00,2,41,0,4,1,6,26,707100,1316820,808260,101160,-508560
изменение состава группы,7,1,13,2018-01-31 07:51:00,2018-01-26 06:10:00,1,1,соответствии п регламента взаимодействия письмом см вложение управление группами безопасности система7 создание изменение удаление управление составом групп относящимися региональным итсистемам также группами безопасности система7 связанными предоставлением доступа файловым ресурсам ресурсам печати находится зоне ответственности администраторов информационной безопасности данных итсистем итспециалистов территориального учреждения отвечающих управление данными ресурсами случае специалистов отс отсутствуют необходимые права объекты система7 необходимо инициировать запрос делегирование прав соответствии п,0,2018-01-27 04:40:00,2018-02-03 07:52:00,7,143,11,4,1,6,26,81000,697320,438060,357060,-259260
необходимо разблокировать учетную запись пользователя домена,7,1,528,2018-01-31 07:51:00,2018-01-26 06:10:00,1,1,исполнено,0,2018-01-27 01:20:00,2018-02-03 07:52:00,7,257,12,4,1,6,26,69000,697320,438060,369060,-259260
привязка принтеровмфу пользователю,25,1,116,2018-01-31 07:51:00,2018-01-26 06:12:00,1,1,выполнено,0,2018-01-28 06:44:00,2018-02-04 08:19:00,25,76,0,4,1,6,26,174720,785220,437940,263220,-347280
дистанционные курсытесты,36,1,47,2018-01-31 07:51:00,2018-01-26 06:12:00,1,1,добрый день возможно курс случайно завершен курс назначен повторно прохождения теста,0,2018-01-26 10:09:00,2018-02-02 11:25:00,38,206,0,4,1,6,26,14220,623580,437940,423720,-185640
настройка эп сервис22,22,1,137,2018-01-31 07:51:00,2018-01-26 06:16:00,1,1,права предоставлены,0,2018-01-26 15:25:00,2018-01-26 15:31:00,22,42,7,4,1,6,26,32940,33300,437700,404760,404400
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-01-28 06:36:00,2018-01-26 06:16:00,1,1,работы обращению выполнены,0,2018-01-27 02:10:00,2018-02-03 07:52:00,101,283,7,4,1,6,26,71640,696960,174000,102360,-522960
разблокировка уз region,7,1,8,2018-01-31 07:51:00,2018-01-26 06:16:00,1,1,выполнена разблокировка уз ne_boss пользователь идентифицирован причина блокировки пользователю ясна,0,2018-01-26 06:16:00,2018-02-02 07:52:00,7,63,12,4,1,6,26,0,610560,437700,437700,-172860
